time,seconds_elapsed,z,y,x
1761371233009232000,0.20023193359375,0.02660989761352539,-0.11728668212890625,0.0063041746616363525
1761371233027842800,0.2188427734375,0.04142475128173828,-0.09151363372802734,0.0934312641620636
1761371233046455300,0.237455322265625,0.11593437194824219,-0.0940408706665039,0.016371026635169983
1761371233065066200,0.256066162109375,0.09227895736694336,-0.03983783721923828,-0.00031591951847076416
1761371233083678700,0.2746787109375,0.254544734954834,-0.04546642303466797,-0.15534277260303497
1761371233102289700,0.29328955078125,0.23499679565429688,-0.030364036560058594,-0.19362621009349823
1761371233120902100,0.311902099609375,-0.0543665885925293,-0.07536792755126953,-0.1511000096797943
1761371233139513000,0.33051318359375,0.037072181701660156,0.09003067016601562,-0.19996684789657593
1761371233158125300,0.349125244140625,0.019809722900390625,0.05354785919189453,-0.06929746270179749
1761371233176736300,0.367736328125,0.43648815155029297,0.0012454986572265625,0.028049059212207794
1761371233195348700,0.3863486328125,0.3025507926940918,-0.15551090240478516,0.011967785656452179
1761371233213959700,0.404959716796875,-0.18114662170410156,0.0735321044921875,-0.07957442849874496
1761371233232572200,0.423572265625,-0.697054386138916,0.12662601470947266,-0.13136473298072815
1761371233251183000,0.44218310546875,-0.6055545806884766,0.12313556671142578,0.24234579503536224
1761371233269795600,0.460795654296875,-0.07832098007202148,-0.03481578826904297,0.2594376802444458
1761371233288406500,0.479406494140625,0.07132816314697266,-0.02304840087890625,0.22179338335990906
1761371233307019000,0.49801904296875,-0.12465667724609375,-0.006575584411621094,0.34314021468162537
1761371233325630000,0.5166298828125,-0.29367589950561523,-0.06021881103515625,0.3462355136871338
1761371233344242400,0.535242431640625,-0.3243136405944824,-0.06977367401123047,0.32298743724823
1761371233362853400,0.553853271484375,-0.2217082977294922,-0.039671897888183594,0.2677486538887024
1761371233381465900,0.5724658203125,-0.005618572235107422,-0.10840034484863281,0.20884092152118683
1761371233400076800,0.591076904296875,0.21690607070922852,-0.058609962463378906,0.1603699028491974
1761371233418689300,0.609689208984375,0.2727222442626953,-0.030422210693359375,0.031766608357429504
1761371233437300200,0.62830029296875,0.23381710052490234,0.025971412658691406,0.13539527356624603
1761371233455912400,0.646912353515625,0.28090858459472656,-0.032858848571777344,0.08206526935100555
1761371233474523400,0.6655234375,0.047434329986572266,0.047393798828125,-0.005862891674041748
1761371233493136000,0.684135986328125,0.01998138427734375,0.12165451049804688,-0.06221114844083786
1761371233511746800,0.702746826171875,0.023455142974853516,0.013709068298339844,-0.140130877494812
1761371233530359300,0.721359375,0.04604005813598633,-0.02769947052001953,-0.16442620754241943
1761371233548970200,0.73997021484375,-0.0842738151550293,-0.04635143280029297,-0.09800978004932404
1761371233567582700,0.758582763671875,-0.16807937622070312,-0.11211490631103516,-0.048315033316612244
1761371233586193700,0.777193603515625,-0.34216737747192383,-0.10536766052246094,0.11429011821746826
