time,seconds_elapsed,z,y,x
1761370519984925200,0.27692529296875,0.01958751678466797,0.004308223724365234,0.002238638699054718
1761370520003536400,0.295536376953125,0.020809173583984375,0.007899582386016846,-0.00051850825548172
1761370520022149000,0.314149169921875,0.013881683349609375,0.002715587615966797,0.004023488610982895
1761370520040760600,0.332760498046875,0.009854316711425781,-0.0023758411407470703,0.0036156252026557922
1761370520059373300,0.351373291015625,0.02230072021484375,0.0001081228256225586,0.0009592920541763306
1761370520077984800,0.36998486328125,0.013336181640625,-0.0021628886461257935,-0.010173216462135315
1761370520096597500,0.388597412109375,0.009882926940917969,-0.0017991960048675537,-0.00240442156791687
1761370520115208700,0.407208740234375,0.011392593383789062,-0.006337478756904602,-0.002050258219242096
1761370520133821400,0.425821533203125,0.014805793762207031,-0.006006479263305664,0.004834875464439392
1761370520152433000,0.444432861328125,0.020801544189453125,0.0013908594846725464,0.00024790316820144653
1761370520171045600,0.463045654296875,0.010270118713378906,0.005748078227043152,0.002723783254623413
1761370520189656800,0.48165673828125,0.016536712646484375,-0.003738716244697571,0.00028536468744277954
1761370520208269800,0.500269775390625,0.010935783386230469,-0.0010179132223129272,0.002701651304960251
1761370520226881000,0.518881103515625,0.005748748779296875,0.0014407485723495483,0.007258795201778412
1761370520245493800,0.53749365234375,0.010058403015136719,-0.0009922832250595093,-0.0020770616829395294
1761370520264105200,0.556105224609375,0.021127700805664062,-0.0033169835805892944,-0.001858144998550415
1761370520282718000,0.574718017578125,0.0039424896240234375,-0.003030627965927124,-0.006050456315279007
1761370520301329400,0.593329345703125,0.017652511596679688,0.0015930533409118652,0.0034364238381385803
1761370520319942100,0.611942138671875,0.01236724853515625,-0.005330607295036316,0.010290626436471939
1761370520338553300,0.63055322265625,0.011814117431640625,-0.0005047023296356201,0.010042190551757812
1761370520357166300,0.649166259765625,0.009004592895507812,-0.0005739182233810425,0.009826496243476868
1761370520375777500,0.667777587890625,0.015709877014160156,-0.007543206214904785,0.004915814846754074
1761370520394390500,0.686390625,0.015093803405761719,-0.007303133606910706,0.004958167672157288
1761370520413001700,0.705001708984375,0.016959190368652344,-0.000205308198928833,-0.0020533353090286255
1761370520431614700,0.72361474609375,0.011676788330078125,-0.002640664577484131,-0.004104789346456528
1761370520450226000,0.742225830078125,0.01591777801513672,-0.0071071237325668335,0.0031787343323230743
1761370520468838700,0.760838623046875,0.013037681579589844,0.004691630601882935,0.007882684469223022
1761370520487450000,0.7794501953125,0.014920234680175781,0.006913214921951294,0.0031845681369304657
1761370520506062800,0.798062744140625,0.005126953125,-0.005025818943977356,-0.0014118142426013947
1761370520524674300,0.81667431640625,0.01194000244140625,-0.002537339925765991,0.008203808218240738
1761370520543287000,0.835287109375,0.011544227600097656,0.004496350884437561,-0.0012276358902454376
1761370520561898500,0.8538984375,0.008765220642089844,-0.00022929906845092773,0.0060297101736068726
1761370520580511200,0.87251123046875,0.015614509582519531,-0.002515137195587158,-0.0009057559072971344
1761370520599122700,0.891122802734375,0.010427474975585938,-0.004725724458694458,-0.0007532835006713867
